cadena,gamma_Nm,tau_anios,k_top,chi_ms,prob
C,1.8191e+19,5.1097,0.1829,0.25257,0.4505
C,1.3655e+19,7.3095,0.0066754,0.30551,0.31139
C,8.9045e+18,19.704,0.22567,0.27703,0.38315
C,1.7872e+19,18.918,1.1033,0.23629,0.49761
C,2.0799e+19,6.5118,0.46512,0.30878,0.30368
C,2.1457e+19,3.7784,0.10759,0.15582,0.73822
C,1.6665e+19,6.0925,0.38966,0.12593,0.82018
C,1.7636e+19,6.825,0.60513,0.1446,0.77001
C,1.6495e+19,5.6879,0.14307,0.19951,0.60803
C,1.2689e+19,8.9302,0.18438,0.28752,0.35582
C,1.4296e+19,4.5342,0.032521,0.15885,0.72948
C,1.5932e+19,5.4034,0.17223,0.20571,0.58921
C,1.9611e+19,5.936,0.73327,0.20906,0.57907
C,3.5732e+19,1.8036,0.020996,0.24625,0.46861
C,1.4506e+19,7.4306,0.26934,0.2679,0.40773
C,1.4971e+19,8.0901,0.54026,0.30042,0.32362
C,1.8109e+19,7.7849,0.71511,0.25596,0.44089
C,4.4183e+19,1.9057,0.21662,0.28121,0.37215
C,1.276e+19,10.532,0.30521,0.17596,0.67907
C,2.4912e+19,2.6081,0.098435,0.24017,0.48624
C,9.3089e+18,14.142,0.26413,0.30251,0.31857
C,5.3953e+18,36.899,0.24542,0.26714,0.40983
C,2.0165e+19,3.3931,0.29457,0.1263,0.81922
C,2.2534e+19,2.7471,0.016632,0.1873,0.645
C,3.597e+19,1.6935,0.0078577,0.19262,0.62889
C,1.2379e+19,24.56,0.71324,0.27773,0.3813
C,7.4707e+18,25.768,0.29772,0.22418,0.53356
C,3.5913e+18,17.734,0.016801,0.24784,0.46402
C,1.2961e+19,10.129,0.44572,0.18836,0.6418
C,6.8738e+18,41.688,0.53872,0.29859,0.3281
C,1.4555e+19,5.8992,0.21078,0.14361,0.77276
C,4.215e+18,14.318,0.15265,0.28157,0.3712
C,9.927e+18,15.108,0.34074,0.21563,0.55922
C,2.533e+19,3.0467,0.15989,0.26622,0.41234
C,9.9463e+18,9.5008,0.059318,0.27417,0.39079
C,1.5801e+19,3.3267,0.0031154,0.27596,0.38599
C,1.1639e+19,10.601,0.25386,0.13669,0.79172
C,1.0972e+19,8.3564,0.23404,0.2308,0.51382
C,2.2386e+19,3.0428,0.29245,0.28138,0.3717
C,1.1058e+19,16.178,0.35085,0.29568,0.33528
C,1.1814e+19,7.2982,0.26287,0.21395,0.5643
C,1.1457e+19,13.902,0.52527,0.20408,0.59417
C,1.1212e+19,6.0637,0.13541,0.16734,0.70467
C,2.2792e+19,2.7972,0.14385,0.29141,0.34593
C,1.2815e+19,13.921,0.38789,0.1622,0.71975
C,1.0608e+19,9.6511,0.53577,0.21386,0.56456
C,9.5385e+18,8.4948,0.16443,0.28445,0.36371
C,5.0632e+18,14.11,0.019856,0.3056,0.31117
C,1.0244e+19,9.0558,0.21413,0.23483,0.50192
C,1.3633e+19,3.8575,0.225,0.22788,0.52251
C,1.2037e+19,13.372,0.35515,0.28471,0.36304
C,6.0471e+18,11.663,0.17698,0.29328,0.34124
C,3.1069e+19,2.599,0.12757,0.22442,0.53282
C,1.885e+19,3.3528,0.12532,0.25657,0.43918
C,1.1581e+19,10.882,0.21332,0.24358,0.47634
C,1.2257e+19,4.1174,0.010733,0.28893,0.35223
C,9.4762e+18,9.8114,0.22532,0.25064,0.45601
C,1.1872e+19,8.312,0.5972,0.22479,0.53173
C,4.3121e+19,2.0556,0.27219,0.1318,0.80483
C,5.7027e+18,28.096,0.17258,0.25373,0.44721
C,3.2829e+19,5.2387,0.93535,0.19056,0.63513
C,1.1148e+19,5.2798,0.10135,0.2579,0.43543
C,7.4733e+18,13.942,0.051819,0.26284,0.42165
C,1.2619e+19,10.341,0.7535,0.3095,0.30198
C,9.5268e+18,9.5441,0.23131,0.30315,0.31703
C,1.7056e+19,3.3429,0.098349,0.29219,0.34398
C,3.4331e+19,2.1645,0.10518,0.26329,0.42042
C,3.4624e+19,2.1524,0.14969,0.22427,0.53327
C,1.3207e+19,6.1143,0.13276,0.27408,0.39103
C,1.3522e+19,10.397,0.46137,0.2326,0.50851
C,1.6562e+19,6.3114,0.63372,0.24557,0.47057
C,2.3072e+19,3.1356,0.25972,0.1893,0.63896
C,1.4217e+19,7.0131,0.45275,0.16285,0.71785
C,1.3699e+19,6.7158,0.082928,0.10661,0.86757
C,1.8625e+19,10.823,0.61926,0.28944,0.35093
C,7.8248e+18,17.961,0.14401,0.30334,0.31658
C,1.6211e+19,9.0485,0.6511,0.25213,0.45176
C,1.199e+19,7.1214,0.45003,0.29237,0.34351
C,1.0026e+20,1.0834,0.41776,0.22939,0.51803
C,1.3843e+19,7.6694,0.58686,0.23539,0.50026
C,2.5898e+19,2.3099,0.13052,0.22595,0.52827
C,1.0803e+19,7.1189,0.17919,0.2266,0.52631
C,7.7483e+18,12.503,0.098825,0.21022,0.57555
C,9.0038e+18,13.506,0.14696,0.21474,0.5619
C,9.0478e+18,15.224,0.14776,0.26624,0.41229
C,1.5993e+19,12.137,0.539,0.23586,0.49888
C,1.8675e+19,23.003,0.91235,0.25208,0.45189
C,2.3962e+19,3.5241,0.20088,0.25098,0.45505
C,1.2167e+19,11.803,0.3458,0.29375,0.34007
C,2.6257e+19,4.8885,0.6934,0.25968,0.43046
C,1.254e+19,5.775,0.081224,0.23557,0.49974
C,5.4987e+18,20.041,0.18804,0.28579,0.36025
C,2.0496e+19,3.8865,0.088496,0.26821,0.40689
C,2.0516e+19,3.9102,0.64041,0.2281,0.52184
C,1.3352e+19,7.758,1.0917,0.20617,0.58781
C,7.3794e+18,18.74,0.47935,0.25818,0.43465
C,1.4665e+19,7.7867,0.19122,0.13031,0.80876
C,1.6751e+19,9.7189,0.61721,0.27701,0.38321
C,1.8312e+19,4.0525,0.1409,0.21717,0.55457
C,9.1923e+18,15.624,0.15778,0.29459,0.33797
C,3.1504e+19,1.693,0.034164,0.26778,0.40806
C,8.2231e+18,14.509,0.093214,0.17775,0.67373
C,2.2208e+19,4.4678,0.10469,0.15716,0.73438
C,2.4863e+19,3.721,0.082794,0.28399,0.3649
C,1.1691e+19,11.638,0.62318,0.27872,0.37869
C,1.1931e+19,8.3005,0.13182,0.29311,0.34166
C,6.7911e+18,15.398,0.15743,0.26103,0.42668
C,2.0429e+19,3.9101,0.16011,0.25392,0.44668
C,1.6088e+19,7.3547,0.51381,0.30988,0.30109
C,2.2244e+19,9.666,1.3522,0.21303,0.56706
C,5.7317e+19,1.0831,0.17895,0.23876,0.49037
C,2.4382e+19,4.5272,0.37459,0.28543,0.36117
C,1.307e+19,15.608,0.67949,0.23453,0.5028
C,1.8023e+19,5.2411,0.23356,0.19966,0.60756
C,1.6777e+19,4.7503,0.050145,0.23449,0.50293
C,1.8084e+19,6.7405,0.52399,0.24967,0.45878
C,1.9243e+19,5.937,1.1975,0.26725,0.40951
C,1.8432e+19,6.6367,0.55677,0.14157,0.77839
C,3.2526e+19,2.3506,0.074445,0.26199,0.42401
C,1.267e+19,9.8081,0.35435,0.18735,0.64484
C,1.6177e+19,5.3566,0.11469,0.17153,0.69227
C,3.753e+19,1.4619,0.0075079,0.13147,0.80568
C,2.0485e+19,6.1433,0.39964,0.30272,0.31806
C,8.8597e+18,7.1724,0.087796,0.26332,0.42034
C,1.0438e+19,7.6507,0.25002,0.29345,0.34082
C,1.5064e+19,4.502,0.038491,0.1268,0.81794
C,5.7985e+18,26.208,0.19244,0.24542,0.47102
C,1.3419e+19,6.6321,0.02927,0.22286,0.53749
C,1.5523e+19,5.006,0.21886,0.15931,0.72817
C,2.0144e+19,6.6249,0.31788,0.21882,0.54963
C,2.2406e+19,4.6869,0.33312,0.21347,0.56575
C,3.6609e+19,1.9507,0.13767,0.17858,0.67123
C,8.6659e+18,8.913,0.3436,0.25196,0.45223
C,1.5654e+19,10.315,0.66325,0.25461,0.44471
C,6.1632e+18,13.149,0.075258,0.26079,0.42735
C,1.1953e+19,18.148,0.63293,0.30952,0.30194
C,1.4281e+19,6.5975,0.069764,0.10847,0.86323
C,2.667e+19,4.8946,1.1066,0.24951,0.45924
C,2.3779e+19,2.9385,0.082189,0.21703,0.55502
C,2.4962e+19,2.876,0.19739,0.23664,0.49659
C,2.7979e+19,2.6365,0.18927,0.21913,0.54869
C,1.024e+19,30.289,1.0475,0.29159,0.34549
C,2.4603e+19,2.4972,0.044326,0.14116,0.77952
C,1.831e+19,3.3669,0.071306,0.29708,0.3318
C,1.5791e+19,7.9434,0.24349,0.30949,0.30201
C,1.5839e+19,8.5807,0.27657,0.21559,0.55935
C,1.6877e+19,4.807,0.44844,0.26966,0.40294
C,1.6663e+19,3.6506,0.035316,0.1257,0.82078
C,2.1446e+19,3.6022,0.13893,0.18886,0.64028
C,2.4225e+19,4.383,0.28722,0.20127,0.60269
C,1.5649e+19,9.7416,0.49341,0.27683,0.38369
C,7.417e+18,10.137,0.056686,0.30416,0.31461
C,1.9296e+19,12.828,0.91698,0.20137,0.60239
C,1.3304e+19,12.073,0.66524,0.2951,0.3367
C,1.6081e+19,11.683,0.46607,0.2173,0.5542
C,3.5045e+19,1.8144,0.079818,0.19236,0.62969
C,1.7175e+19,8.0991,0.56752,0.22706,0.52494
C,2.7908e+19,4.1548,0.20668,0.2816,0.37112
C,9.9521e+18,7.208,0.050248,0.25186,0.45253
C,2.4798e+19,2.9339,0.15908,0.2129,0.56746
C,1.0551e+19,10.432,0.21988,0.26182,0.42449
C,1.7839e+19,9.1977,0.75591,0.26082,0.42728
C,2.2614e+19,3.4949,0.26327,0.25512,0.44328
C,1.6621e+19,7.6075,0.56261,0.22322,0.53643
C,1.8925e+19,3.8909,0.11171,0.1818,0.66158
C,1.3045e+19,6.6258,0.39774,0.29419,0.33896
C,2.5571e+19,2.674,0.15697,0.29715,0.33163
C,3.07e+19,2.2204,0.021423,0.11109,0.85706
C,9.0427e+18,10.573,0.0064689,0.30827,0.30487
C,1.923e+19,3.1334,0.069914,0.20304,0.59731
C,1.2951e+19,6.4086,0.14067,0.25108,0.45475
C,3.8382e+19,2.0612,0.2858,0.28631,0.35892
C,1.497e+19,8.3969,0.37884,0.12468,0.82339
C,1.6903e+19,6.8565,0.3011,0.25085,0.45539
C,6.4571e+18,11.224,0.082009,0.23319,0.50675
C,1.7978e+19,7.8654,0.45495,0.2249,0.5314
C,1.1001e+19,15.582,0.5519,0.18824,0.64216
C,1.2393e+19,5.611,0.060035,0.30672,0.30853
C,7.1133e+18,13.933,0.15416,0.21975,0.54683
C,3.6029e+19,2.3047,0.095189,0.23269,0.50823
C,3.2934e+19,1.7314,0.043516,0.13289,0.80192
C,1.8982e+19,4.2363,0.14725,0.18795,0.64304
C,6.8911e+18,9.0142,0.087046,0.091511,0.90061
C,1.3122e+19,8.1805,0.36546,0.24534,0.47123
C,1.7449e+19,9.5266,0.5102,0.2763,0.38508
C,3.8388e+18,31.317,0.18846,0.1687,0.70065
C,1.282e+19,7.4669,0.43442,0.27396,0.39135
C,1.5953e+19,5.4617,0.13513,0.29626,0.33383
C,1.5133e+19,6.7936,0.20748,0.12735,0.81649
C,1.3871e+19,4.5383,0.034535,0.27352,0.39253
C,3.6243e+19,1.4818,0.098036,0.27561,0.38692
C,9.1611e+18,11.273,0.17127,0.24836,0.46253
C,6.0981e+18,22.756,0.040569,0.29524,0.33637
C,5.412e+18,26.191,0.082629,0.26266,0.42216
C,1.3055e+19,7.6763,0.20999,0.21403,0.56405
C,3.3301e+19,2.5758,0.20843,0.2002,0.60593
C,1.8634e+19,8.4287,0.49424,0.26571,0.41375
C,2.1614e+19,4.8979,0.71201,0.2988,0.32758
C,1.3332e+19,9.1763,0.27909,0.28379,0.36542
C,6.0256e+18,11.867,0.19064,0.30421,0.31449
C,8.9262e+18,24.413,0.42117,0.29535,0.33608
C,1.5019e+19,7.0852,0.59219,0.27493,0.38874
C,1.082e+19,6.6716,0.024562,0.25598,0.44083
C,2.7435e+19,3.6454,0.76165,0.21688,0.55546
C,2.4127e+19,4.1768,0.20728,0.26967,0.40291
C,1.5463e+19,13.601,0.8077,0.24934,0.45973
C,1.1413e+19,6.97,0.20078,0.13128,0.80621
C,1.368e+19,8.7575,0.24565,0.30105,0.32211
C,9.5751e+18,7.8824,0.06211,0.24636,0.46829
C,1.4744e+19,8.2049,0.81655,0.22651,0.5266
C,1.3651e+19,5.39,0.19215,0.22525,0.53036
C,6.4651e+18,30.763,0.31134,0.24361,0.47624
C,3.3527e+19,2.3516,0.17048,0.16043,0.7249
C,1.5409e+19,4.7561,0.18862,0.19312,0.62739
C,3.0612e+19,2.0515,0.011378,0.24982,0.45833
C,2.2005e+19,3.6679,0.23771,0.28597,0.35978
C,2.0688e+19,3.4196,0.29356,0.24348,0.47661
C,7.9609e+18,10.302,0.15458,0.2696,0.4031
C,1.3824e+19,7.8605,0.38668,0.2671,0.40994
C,2.2396e+19,4.8523,0.60622,0.16452,0.71297
C,9.9354e+18,8.5847,0.14454,0.29167,0.34527
C,2.2757e+19,4.7862,0.35152,0.17418,0.68439
C,2.9296e+19,1.8434,0.15301,0.30896,0.30324
C,5.2844e+18,22.015,0.11483,0.24914,0.4603
C,6.383e+18,28.282,0.6631,0.24133,0.48287
C,8.8992e+18,18.657,0.27425,0.26011,0.42924
C,1.6715e+19,11.459,0.66955,0.17655,0.67731
C,7.9269e+18,19.883,0.10476,0.28846,0.35341
C,4.3033e+19,1.0719,0.061408,0.24718,0.46593
C,1.0344e+19,80.959,1.0126,0.30453,0.31373
C,1.5541e+19,7.3786,0.26638,0.2261,0.5278
C,2.1452e+19,4.6839,0.54209,0.20988,0.57658
C,2.0169e+19,6.8482,0.6261,0.21353,0.56557
C,2.4729e+19,2.4289,0.0028385,0.22545,0.52977
C,1.7019e+19,3.5175,0.17462,0.2999,0.32489
C,3.6583e+19,2.1965,0.078591,0.19214,0.63035
C,3.6655e+19,1.3051,0.0028437,0.26133,0.42586
C,8.1798e+18,18.246,0.21357,0.28603,0.35963
C,3.0514e+19,1.9585,0.25289,0.30857,0.30415
C,1.5455e+19,5.9173,0.40294,0.11509,0.84742
C,1.7742e+19,3.3328,0.15943,0.30616,0.30985
C,8.6345e+18,13.984,0.11131,0.29112,0.34668
C,4.6867e+19,1.4914,0.032885,0.24547,0.47087
C,1.5075e+19,4.8536,0.19761,0.26956,0.40322
C,1.9681e+19,4.3271,0.00060782,0.22058,0.54432
C,1.1216e+19,19.403,0.39413,0.29004,0.34941
C,9.2539e+18,13.639,0.44889,0.23268,0.50827
C,1.2519e+19,10.071,1.1605,0.24415,0.47467
C,1.6074e+19,3.9913,0.19678,0.28368,0.36571
C,1.0573e+19,11.891,0.11336,0.23931,0.48878
C,1.076e+19,14.875,0.4771,0.2603,0.42873
C,2.4693e+19,6.7581,0.80279,0.30467,0.31339
C,2.0081e+19,3.9967,0.3305,0.19938,0.6084
C,1.1431e+19,6.7181,0.0042822,0.27621,0.38534
C,1.6602e+19,10.667,1.1438,0.29294,0.3421
C,4.5786e+19,1.542,0.23497,0.29074,0.34763
C,6.4756e+19,1.5942,0.12509,0.3082,0.30502
C,2.3431e+19,10.836,1.1151,0.23238,0.50915
C,1.5269e+19,3.8703,0.14465,0.29724,0.33141
C,6.6671e+18,19.98,0.2139,0.26595,0.41307
C,1.3974e+19,7.9891,0.28901,0.23945,0.48836
C,3.1456e+19,2.5208,0.39304,0.2861,0.35946
C,1.7622e+19,4.1154,0.19523,0.25924,0.43169
C,7.8126e+18,14.146,0.090085,0.22137,0.54197
C,1.5998e+19,9.6495,0.73984,0.17188,0.69122
C,6.0953e+18,24.985,0.36189,0.27659,0.38431
C,1.6309e+19,6.202,0.34732,0.27404,0.39114
C,7.4094e+18,8.9955,0.058246,0.26017,0.42908
C,1.3347e+19,8.3911,0.21294,0.2264,0.52692
C,1.0833e+19,11.255,0.21481,0.28937,0.35111
C,6.3647e+19,0.89194,0.082655,0.15512,0.74023
C,3.1766e+19,3.0808,0.46015,0.24756,0.46484
C,1.4962e+19,6.6724,0.24546,0.25631,0.43992
C,1.4011e+19,8.696,0.28027,0.21095,0.57334
C,2.966e+19,2.1693,0.1165,0.18337,0.65685
C,8.8206e+19,0.77555,0.11395,0.29103,0.34689
C,7.9115e+19,0.68866,0.026947,0.18095,0.66413
C,1.4351e+19,4.7851,0.1349,0.19475,0.62244
C,2.8728e+19,4.0872,0.77024,0.19655,0.61698
C,8.5618e+18,10.516,0.19873,0.29782,0.32998
C,4.1097e+19,1.2491,0.041306,0.23176,0.51099
C,1.1832e+19,8.2473,0.291,0.28473,0.36299
C,5.6414e+18,17.93,0.16001,0.26642,0.41179
C,1.4794e+19,9.2805,0.44089,0.18687,0.64629
C,1.1289e+19,4.8007,0.057831,0.2727,0.39473
C,2.1023e+19,2.7899,0.19353,0.26034,0.42861
C,2.2917e+19,4.176,0.12149,0.30217,0.31939
C,2.0891e+19,4.2779,0.20758,0.18829,0.64201
C,2.1939e+19,5.4226,0.54893,0.15341,0.74515
C,2.3619e+19,3.0693,0.15511,0.24907,0.46048
C,1.3183e+19,6.3597,0.25403,0.27581,0.3864
C,8.8047e+18,19.864,0.51616,0.23661,0.49669
C,1.4926e+19,6.6238,0.11441,0.30118,0.32179
C,1.2786e+19,8.586,0.53094,0.24897,0.46079
C,9.4667e+18,10.049,0.0082248,0.25061,0.45608
C,1.8485e+19,5.2025,0.40222,0.27902,0.37788
C,2.4035e+19,4.142,0.38874,0.22355,0.53544
C,1.2154e+19,7.5927,0.16535,0.29562,0.3354
C,1.4961e+19,8.2871,0.33627,0.25445,0.44515
C,2.5523e+19,2.8475,0.019493,0.27669,0.38405
C,7.2045e+18,13.599,0.060449,0.20618,0.58779
C,1.4636e+19,18.183,1.019,0.30253,0.31854
C,1.1722e+19,9.7926,0.2795,0.30922,0.30264
C,1.8737e+19,4.8322,0.4855,0.28552,0.36096
C,1.7942e+19,10.548,0.58928,0.27886,0.37831
C,1.3803e+19,8.4521,0.29325,0.26228,0.42322
C,2.298e+19,2.8068,0.17267,0.25356,0.44768
C,1.3882e+19,6.8964,0.15869,0.24927,0.45991
C,1.1933e+19,8.9264,0.13235,0.26309,0.42096
C,1.6204e+19,6.4748,0.20763,0.30752,0.30664
C,2.6216e+19,3.2018,0.20343,0.2966,0.33299
C,8.0723e+18,16.135,0.48537,0.26635,0.41198
C,9.0022e+18,14.284,0.20265,0.24262,0.47911
C,9.7938e+18,9.8387,0.60967,0.30853,0.30427
C,1.0421e+19,10.878,0.26633,0.29617,0.33405
C,1.6127e+19,7.1481,0.1728,0.22704,0.52501
C,1.7287e+19,3.7222,0.13308,0.25263,0.45034
C,1.9142e+19,5.7709,0.44841,0.25745,0.43671
C,7.8112e+18,15.109,0.30902,0.28831,0.3538
C,6.0329e+18,11.755,0.012235,0.19933,0.60855
C,2.0846e+19,5.293,0.46294,0.16175,0.72107
C,1.0846e+19,10.55,0.46615,0.30462,0.3135
C,1.715e+19,3.5388,0.051479,0.2947,0.3377
C,1.6124e+19,7.8327,0.13639,0.16965,0.69784
C,3.6855e+19,1.3224,0.053863,0.28619,0.35923
C,7.2376e+18,24.166,0.1619,0.24856,0.46196
C,2.4343e+19,2.5701,0.014298,0.2485,0.46214
C,6.9634e+18,13.646,0.24011,0.18983,0.63735
C,3.5118e+19,1.5185,0.10069,0.25585,0.44121
C,2.0851e+19,3.3434,0.018434,0.25602,0.44074
C,1.1623e+19,8.6329,0.24108,0.25382,0.44696
C,1.96e+19,5.4504,0.2374,0.23607,0.49827
C,2.0937e+19,9.5182,0.48122,0.30168,0.32057
C,2.1344e+19,3.3983,0.19466,0.18041,0.66576
C,2.7614e+19,2.5197,0.028826,0.23376,0.50506
C,6.9678e+19,0.94419,0.18374,0.29496,0.33705
C,3.5799e+19,2.0496,0.18037,0.20158,0.60175
C,1.2774e+19,4.4768,0.021376,0.18693,0.64612
C,1.3023e+19,5.132,0.38236,0.28947,0.35085
C,4.3569e+19,1.4793,0.15043,0.27792,0.38081
C,1.9191e+19,7.7048,0.29872,0.16808,0.70248
C,6.7474e+18,23.449,0.32817,0.23568,0.49942
C,1.9491e+19,5.5119,0.33218,0.10603,0.8689
C,6.6898e+18,16.131,0.15713,0.2737,0.39203
C,1.0816e+19,17.974,0.44716,0.1447,0.76972
C,7.7065e+18,10.553,0.12584,0.29755,0.33065
C,1.3645e+19,22.588,1.3138,0.29368,0.34024
C,1.5037e+19,13.663,1.0227,0.25843,0.43395
C,1.6961e+19,4.8626,0.13809,0.25922,0.43174
C,6.5995e+18,17.2,0.16016,0.30569,0.31097
C,7.638e+18,10.78,0.20318,0.25433,0.4455
C,8.1714e+18,12.969,0.041112,0.29532,0.33616
C,3.4228e+19,2.1413,0.12555,0.15763,0.73303
C,1.4638e+19,9.913,1.0348,0.23735,0.49451
C,1.301e+19,6.7446,0.24293,0.30851,0.30429
C,2.0323e+19,8.6587,1.0455,0.26745,0.40898
C,2.7986e+19,6.8397,0.76342,0.27415,0.39084
C,1.9143e+19,5.7112,0.2504,0.23071,0.51409
C,1.0082e+19,31.475,0.53733,0.18242,0.65971
C,1.9094e+19,3.6333,0.11408,0.1228,0.8282
C,7.513e+18,16.883,0.29158,0.30369,0.31574
C,3.4587e+19,2.3285,0.1297,0.30445,0.31391
C,1.3785e+19,5.6233,0.042709,0.28465,0.36318
C,1.5102e+19,6.736,0.26877,0.23571,0.49933
C,1.4311e+19,7.122,0.17589,0.26963,0.40301
C,1.3046e+19,10.407,0.78213,0.2627,0.42205
C,1.1324e+19,3.7562,0.00306,0.30807,0.30535
C,1.2793e+19,7.3108,0.24584,0.29104,0.34687
C,5.8692e+18,47.143,0.14376,0.26046,0.42828
C,1.0043e+19,17.458,0.39912,0.27801,0.38056
C,1.4509e+19,13.624,1.2242,0.24795,0.46371
C,7.9362e+18,15.408,0.30882,0.30852,0.30427
C,1.9602e+19,4.1104,0.47515,0.2729,0.39419
C,8.4039e+18,12.173,0.26165,0.24367,0.47607
C,1.7573e+19,12.862,1.2752,0.25331,0.4484
C,2.44e+19,2.6688,0.020346,0.2908,0.34748
C,2.0638e+19,9.8087,0.65986,0.20541,0.59014
C,1.3332e+19,7.3989,0.51569,0.26949,0.4034
C,4.4478e+19,1.419,0.2991,0.20539,0.59019
C,3.8216e+19,2.0596,0.11586,0.19797,0.6127
C,7.8588e+18,7.6014,0.040454,0.23851,0.49111
C,8.0623e+18,29.786,0.24327,0.26815,0.40706
C,9.6904e+18,25.699,0.63649,0.26451,0.41703
C,1.891e+19,9.8713,0.49554,0.24756,0.46482
C,1.4531e+19,4.4739,0.13842,0.2106,0.5744
C,1.7938e+19,5.4952,0.30392,0.23422,0.50372
C,2.1321e+19,6.9731,0.4802,0.24535,0.47121
C,1.1995e+19,12.784,0.40312,0.2444,0.47396
C,1.0967e+19,12.664,0.30958,0.21845,0.55074
C,8.1045e+18,7.4136,0.039359,0.27783,0.38103
C,1.3987e+19,8.0969,0.36606,0.20001,0.60649
C,1.5647e+19,5.8459,0.05605,0.26875,0.40542
C,1.2602e+19,8.6821,0.50531,0.18166,0.66198
C,1.6349e+19,7.6203,0.51185,0.13769,0.78901
C,9.5449e+18,13.587,0.42767,0.28862,0.35301
C,1.0236e+19,13.701,0.37168,0.18718,0.64537
C,1.0665e+19,10.487,0.11873,0.19818,0.61206
C,9.8282e+18,7.6763,0.069508,0.25095,0.45512
C,2.8565e+19,2.2283,0.099388,0.25581,0.44133
C,1.8117e+19,4.3727,0.23256,0.1975,0.61412
C,1.6195e+19,4.5992,0.63541,0.23479,0.50203
C,3.701e+19,1.4658,0.051157,0.19169,0.63172
C,1.2138e+19,6.5388,0.022072,0.27444,0.39005
C,8.9373e+18,11.702,0.05178,0.27819,0.38009
C,1.4152e+19,9.3233,0.57516,0.21889,0.54942
C,6.0109e+18,20.887,0.024642,0.21704,0.55497
C,4.2859e+18,26.541,0.030687,0.22979,0.51684
C,2.7867e+19,1.9838,0.0411,0.26496,0.4158
C,1.0038e+19,5.5433,0.032415,0.29116,0.34656
C,1.2625e+19,8.1244,0.18425,0.28922,0.35149
C,1.1719e+19,8.2302,0.061866,0.25615,0.44036
C,9.0192e+18,10.356,0.53304,0.28725,0.3565
C,1.5552e+19,4.1924,0.14556,0.18104,0.66385
C,1.2488e+19,12.948,0.38101,0.27958,0.37642
C,4.2757e+19,1.4961,0.087193,0.2475,0.46501
C,1.3904e+19,7.0407,0.15526,0.30312,0.31711
C,9.1629e+18,19.181,0.29089,0.20167,0.60145
C,1.1435e+19,9.4236,0.2275,0.23079,0.51385
C,1.7175e+19,6.6056,0.33279,0.27864,0.3789
C,1.5753e+19,4.9907,0.3888,0.26283,0.42169
C,2.6905e+19,2.9355,0.32246,0.26923,0.4041
C,2.3171e+19,4.1936,0.19921,0.15813,0.73156
C,1.6798e+19,11.785,0.68994,0.30239,0.31887
C,1.2445e+19,7.0403,0.45293,0.30566,0.31103
C,9.8372e+18,10.776,0.4091,0.26137,0.42575
C,1.6816e+19,16.636,0.85632,0.23151,0.51174
C,1.8045e+19,7.1255,0.47033,0.29487,0.33727
C,5.9539e+18,18.608,0.12618,0.28479,0.36284
C,1.8478e+19,3.3657,0.034019,0.19496,0.62182
C,4.9634e+18,21.449,0.10778,0.24725,0.46572
C,7.57e+18,13.827,0.25892,0.297,0.332
C,1.9308e+19,9.2189,0.47708,0.25019,0.45729
C,2.7946e+19,3.0945,0.36719,0.251,0.45496
C,1.1373e+19,7.2106,0.36337,0.20346,0.59604
C,1.1712e+19,5.4999,0.10213,0.3013,0.32149
C,1.2525e+19,5.7726,0.22074,0.23459,0.50263
C,1.4312e+19,9.2502,0.40884,0.30875,0.30373
C,5.7648e+19,1.5167,0.13939,0.24531,0.47131
C,6.8662e+19,0.87794,0.07575,0.22441,0.53285
C,1.2924e+19,12.748,0.44196,0.27666,0.38414
C,3.8348e+18,16.326,0.0077494,0.16573,0.7094
C,3.0165e+19,2.1709,0.0080313,0.1968,0.61624
C,2.0946e+19,2.9081,0.01889,0.28263,0.36843
C,2.5491e+19,4.7605,0.22251,0.28354,0.36606
C,2.0799e+19,4.735,0.22521,0.22413,0.53369
C,5.954e+18,18.217,0.24995,0.25072,0.45577
C,2.2109e+19,4.0795,0.26341,0.20589,0.58868
C,2.0835e+19,2.9416,0.081831,0.18551,0.6504
C,2.5162e+19,5.8045,0.53151,0.29875,0.32771
C,7.1127e+18,18.587,0.080665,0.22922,0.51853
C,2.1033e+19,6.893,0.45402,0.27093,0.3995
C,9.2857e+18,14.905,0.46382,0.30091,0.32244
C,2.3737e+19,1.9502,0.032026,0.29697,0.33207
C,7.2815e+18,11.186,0.13077,0.15779,0.73255
C,3.195e+19,1.7797,0.035142,0.17215,0.69044
C,2.5473e+19,13.474,1.2003,0.29685,0.33237
C,1.3332e+19,4.1782,0.067193,0.25096,0.4551
C,1.6441e+19,5.2235,0.19601,0.25896,0.43246
C,8.2546e+18,8.0518,0.10912,0.27986,0.37568
C,9.4649e+18,10.788,0.42117,0.29026,0.34885
C,1.42e+19,15.091,0.67867,0.24663,0.46752
C,1.3622e+19,13.319,0.70109,0.28418,0.3644
C,1.0614e+19,12.336,0.30827,0.2962,0.33397
C,1.2773e+19,12.206,0.56757,0.24056,0.48512
C,2.4121e+19,2.3734,0.061443,0.2283,0.52127
C,2.791e+19,2.4782,0.1136,0.27695,0.38338
C,1.402e+19,6.1927,0.22841,0.16906,0.69958
C,2.3111e+19,5.8718,0.37819,0.2819,0.37033
C,4.094e+18,23.523,0.073777,0.24744,0.46517
C,4.1792e+19,1.3007,0.092947,0.26424,0.41778
C,1.1995e+19,13.751,0.74873,0.21809,0.5518
C,1.6092e+19,7.6144,0.3506,0.2913,0.34622
